Language	Concept	Portuguese	Form	Semantic	Concepticon	Cognate	Notes
Makurap	HEART	CORAÇÃO	opjat / pɨtoʔ	BODY	1223		
Makurap	HEAVY	PESADO	potiʔ	SENSE PERCEPTION	1210		
Makurap	HEDGEHOG	OURIÇO / PORCO-ESPINHO		ANIMALS	1797		
Makurap	HELP	AJUDAR		SOCIAL AND POLITICAL RELATIONS	1897		
Makurap	HEN / CHICKEN	GALINHA	pajoʔ	ANIMALS	1318		
Makurap	HERE	AQUI		MISCELLANEOUS FUNCTION WORDS	136		
Makurap	HIDE	ESCONDER	korop	SPATIAL RELATIONS	2486		
Makurap	HIT	BATER	puga	BASIC ACTIONS AND TECHNOLOGY	1433		
Makurap	HOLE	BURACO	pɨt	SPATIAL RELATIONS	1667		
Makurap	HONEY	MEL		FOOD AND DRINK	942		
Makurap	HORN	CHIFRE	apikɨb	BODY	1393		
Makurap	HOT	QUENTE	kǝ̃j 	SENSE PERCEPTION	1286		
Makurap	HOUSE	CASA	tʃeget / ek	HOUSE	1252		
Makurap	HOWLER MONKEY	(MACACO) BUGIO / GUARIBA	õrõβo	ANIMALS	433		
Makurap	HUMMINGBIRD	BEIJA-FLOR / COLIBRI	pĩĩn	ANIMALS	1589		
Makurap	HUNT	CAÇAR		WARFARE AND HUNTING	1435		
Makurap	HUSBAND	MARIDO	(mẽpit tʃop)	KINSHIP	1200	2 5	
Makurap	I	EU	õn	MISCELLANEOUS FUNCTION WORD	1209	2	
Makurap	INGA	INGÁ					
Makurap	INSIDE	DENTRO (DE)			1606		
Makurap	JACARÉ / CAIMAN / CROCODILE	JACARÉ	watoʔ	ANIMALS	1857	3	
Makurap	JAGUAR	ONÇA	βato / ameko	ANIMALS	1250	5 / 3	
Makurap	JUMP			MOTION	1829		
Makurap	KILL	MATAR	põŋaʔ	BODY	1417		
Makurap	KING FISHER	GUARDA-RIOS / MARTIM-PESCADOR		ANIMALS			
Makurap	KNEE	JOELHO	kapiãʔ	BODY	1371		
Makurap	KNIFE	FACA	ɲəi	BASIC ACTIONS AND TECHNOLOGY	1352		
Makurap	KNOW	SABER	boetoʔ / kiwatoaʔ	COGNITION	3626		/ Also means 'to hear, to listen'
Makurap	LAKE	LAGO / LAGOA		PHYSICAL WORLD	624		
Makurap	LARGE ANT / BULLET ANT	TOCANDIRA / TUCANDEIRA	ŋapia	ANIMALS		1	
Makurap	LARGE MANDI FISH	BAGRE / MANDI / SURUBIM-BAGRE	mũkʷa	ANIMALS			
Makurap	LAUGH	RIR		EMOTIONS AND VALUES	1355		
Makurap	LEAF	FOLHA	(tʃ)ep	AGRICULTURE AND VEGETATION	628		
Makurap	LEARN	APRENDER		COGNITION	504		
Makurap	LEAVE / GO OUT	SAIR		MOTION	1752		
Makurap	LEG	PERNA	kap	BODY	1297		
Makurap	LAY (DOWN)	DEITAR(-SE)	pɨɨt	SPATIAL RELATIONS	2071		
Makurap	LIVER	FÍGADO	piaʔ	BODY	1224	1	
Makurap	LIZARD	LAGARTO / CALANGO	tʃako	ANIMALS	632	2	
Makurap	LONG / TALL	COMPRIDO / LONGO / ALTO	kãr̃aŋ	PATIALRELATIONS	1203 / 2143		
Makurap	LOOK AT	OLHAR		SENSE  AND PERCEPTION	1819		
Makurap	GETLOST / LOOSEONES	PERDER-SE		SENSE AND PERCEPTION	423		
Makurap	LOUSE	PIOLHO	ŋɨp	ANIMALS	1392	1	
Makurap	MACAW	ARARA	pera	ANIMALS	1630	4	
Makurap	MAGGOT / LARVA	LARVA		ANIMALS	/ 2640		
Makurap	MAN	HOMEM	kitoʔ	KINSHIP	1554		
Makurap	MANIOC	MADIOCA	mãɲĩ	AGRICULTURE AND VEGETATION	927	1	
Makurap	MANY	MUITOS	weande / nẽmtote / awǝ̃ŋ	QUANTITY	1198		
Makurap	MEDICINE	REMÉDIO		BODY	1372		
Makurap	MILK	LEITE		FOOD AND DRINK	635		
Makurap	MONKEY	MACACO		ANIMALS	1350		
Makurap	MOON	LUA	oliʔ	PHYSICAL WORLD	1313		
Makurap	MORNING	MANHÃ		TIME	1339		
Makurap	MOUNTAIN / HILL	MONTANHA / MONTE / MORRO	ndoaʔ	PHYSICAL WORLD	639 / 2118		
Makurap	MOSQUITO	PERNILONGO / MURIÇOCA / CARAPANÃ		ANIMALS	1509		
Makurap	MOTHER	MOTHER	ti-t / jã (voc)	KINSHIP	1216	1	
Makurap	MOTHER-IN-LAW (OF MEN)	SOGRA(DE HOMEM)		KINSHIP	2257		
Makurap	MOTHER-IN-LAW (OF WOMAN)	SOGRA(DE MULHER)		KINSHIP	2256		
Makurap	MOULD	MOFO		PHYSICAL WORLD			
Makurap	MOUSTACHE	BIGODE	ɲikutʃap	BODY	1165		
Makurap	MOUTH	BOCA	orope	BODY	674		
Makurap	NAIL / CLAW	UNHA / GARRA		BODY	2128		
Makurap	NAME	NOME	t(ʃ)et	SPEECH AND LANGUAGE	1405	1	
Makurap	NECK	PESCOÇO	wotkɨp	BODY	1333		
Makurap	NEST	NINHO		ANIMALS	539		
Makurap	NEW	NOVO	ŋgetʃeret	TIME	1231		
Makurap	NIGHT	NOITE	ŋitak	TIME	1233		
Makurap	NOSE	NARIZ	ɲǝ̃piʔ	BODY	1221		
Makurap	NOW	AGORA		TIME	1376		
Makurap	OAR	REMO		MOTION	3137		
Makurap	OLD (ADJ)	VELHO	puleʔ	TIME	1229		
Makurap	ONE	UM	erekɨt	QUANTITY	1493		
Makurap	OPEN	ABRIR		SPATIAL RELATIONS	1156		
Makurap	OPOSSUM / SKUNK	GAMBÁ		ANIMALS	309		
Makurap	OTHER / SOME	OUTRO / ALGUM		MISCELLANEOUS FUNCTION WORDS	197 /1241		
Makurap	OWL	CORUJA	popoβa	ANIMALS	735		
Makurap	PACA	PACA	ataj	ANIMALS	316		
Makurap	PACU FISH	PACU		ANIMALS			
Makurap	PAIN / HURT	DOR / MACHUCADO	ati	EMOTIONS AND VALUES	1783 / 2561		
Makurap	PAN	PANELA		FOOD AND DRINK	31		
Makurap	PAPAYA	MAMÃO	ŋgotkɨp	AGRICULTURE AND VEGETATION	2445		
Makurap	PARROT	PAPAGAIO	βarooja / arata	ANIMALS	882		
Makurap	PATH / WAY	CAMINHO	peʔ	MOTION	2252	1	
Makurap	PEACH PALM	PUPUNHA	tɨɨt	AGRICULTURE AND VEGETATION			
Makurap	PEANUT	AMENDOIM	arawa	AGRICULTURE AND VEGETATION	2364	2	
Makurap	PECCARY (COLLARED)	PORCO DO MATO / CAITITU / CAITETU	tʃaote.i	ANIMALS	435		
Makurap	PECCARY (WHITE-LIPPED)	QUEIXADA	tʃaote	ANIMALS	436		
Makurap	PENIS	PÊNIS		BODY	1222		
Makurap	PEPPER	PIMENTA	kõjõ	FOOD AND DRINK	1385		
Makurap	PERSON / HB / SOMEONE	PESSOA / SERHUMANO / ALGUÉM	kiteʔ	KINSHIP	683		
Makurap	PESTLE	PILÃO		FOOD AND DRINK	225		
Makurap	PESTLE (VERB)	PILAR					
Makurap	PIERCE	FURAR / ESPETAR		BASIC ACTIONS AND TECHNOLOGY	398		
Makurap	PINEAPPLE	ABACAXI	abakaʃi	FOOD AND DRINK	2440	5	
Makurap	PIRANHA	PIRANHA	ipjãj	ANIMALS	317		
Makurap	PLAY	BRINCAR		EMOTIONS AND VALUES	1413		
Makurap	PLAY (2) (CAUSE TO JUMP)			EMOTIONS AND VALUES			
Makurap	PORRIDGE	MINGAU	kak	FOOD AND DRINK			
Makurap	PUMPKIN	ABÓBORA / MORANGA /	ʒirimũ	FOOD AND DRINK	864	1	
Makurap	PUT	PÔR / COLOCAR	patŋa	SPATIAL RELATIONS	998		
Makurap	RAIN	CHUVA	ɨʔ	PHYSICAL WORLD	658	4	Also means 'water, river'
Makurap	RAT	RATO	tʃitʃaβap	ANIMALS	1490	8	
Makurap	RAW	CRU		FOOD AND DRINK	1959		
Makurap	RED	VERMELHO	wɨrɨp	SENSE PERCEPTION	156	6	
Makurap	REMEMBER	LEMBRAR(-SE)		COGNITION	707		
Makurap	RESIN	RESINA		THE PHYSICAL WORLD	664		
Makurap	RETURN / COME BACK	VIRAR / VOLTAR		MOTION	581		
Makurap	RIPE	MADURO	wop	FOOD AND DRINK	178		
Makurap	RIVER	RIO	ɨʔ	PHYSICAL WORLD	666	1	
Makurap	ROAST	ASSAR		FOOD AND DRINK	1962		
Makurap	ROOT	RAÍZ	kɨɲẽpiaʔ	AGRICULTURE AND VEGETATION	670		
Makurap	ROPE	CORDA	panaan	BASIC ACTIONS AND TECHNOLOGY	1218		
Makurap	ROUND	REDONDO	aβɨβɨβa / ãtĩte	SPATIAL RELATIONS	1395		
Makurap	ROW	REMAR		MOTION	1849		
Makurap	RUN	CORRER	pop	MOTION	1519		
Makurap	SAD(NESS)	TRISTE(ZA)		EMOTIONS AND VALUES	699		
Makurap	SALIVA	SALIVA		BODY	1503		
Makurap	SALT	SAL	kɨt	FOOD AND DRINK	1274	1	
Makurap	SAND	AREIA	kɨdʒi 	PHYSICAL WORLD	1127		
Makurap	SAY	DIZER	ɲã	SPEECH AND LANGUAGE	1458		
Makurap	SCARE	ASSUSTAR / AMEDRONTAR	tɨktɨga	EMOTIONS AND VALUES	252		
Makurap	SCORPION	ESCORPIÃO	tekɨto	ANIMALS	1538		
Makurap	SEE	VER	to(-aʔ)	SENSE PERCEPTION	1409		
Makurap	SEED	SEMENTE	tʃupa / tãbi	AGRICULTURE AND VEGETATION	714		
Makurap	SEEK / LOOK FOR / SEARCH	BUSCAR / PROCURAR	peat	POSSESSION	1468		
Makurap	SEND	ENVIAR		MOTION	1127		
Makurap	SHAMAN	PAJÉ	mamoã	RELEGION AND BELIEF	394	2	
Makurap	SHARPEN	AFIAR	taɲpaka	SENSE PERCEPTION	251		
Makurap	SHELL / BARK	CASCA / PELE	ape	AGRICULTURE AND VEGETATION	1204 / 2127	1	
Makurap	SHELL	CONCHA		ANIMALS	598		
Makurap	SHORT	CURTO		SPATIAL RELATIONS	1645		
Makurap	SICK / ILL	DOENTE		BODY	1847		
Makurap	SING	CANTAR		SPEECH AND LANGUAGE	1261		
Makurap	SISTER	IRMÃ	kojtpet-et	KINSHIP	1263		
Makurap	SIT	SENTAR(-SE)	(ha)poɲǝ̃ʔ	SPATIAL RELATIONS	1416		
Makurap	SKIN	PELE	peʔ	BODY	763	1	
Makurap	SKY	CÉU	gear	PHYSICAL WORLD	1732	A	
Makurap	SLEEP	DORMIR	era	BODY	1585	1	
Makurap	SLOTH	BICHO PREGUIÇA	aona	ANIMALS	2446	5	
Makurap	SMALL	PEQUENO	sĩĩt / poanĩ	SPATIAL RELATIONS	1246	5	
Makurap	SMOKE (N)	FUMAÇA	niŋ	PHYSICAL WORLD	778	1	
Makurap	SNAIL	CARACOL / LESMA	tʃarea	ANIMALS	1543	6	
Makurap	SNAKE	COBRA	tʃaat	ANIMALS	730	6	
Makurap	SNORE	RONCAR		BODY	1983		
Makurap	SON OF WOMAN	FILHO DE MULHER	mẽpit	KINSHIP	1620	1 / 2	
Makurap	SON OF MAN	FILHO DE HOMEN	tʃaɨp 	KINSHIP	1620	1 / 2	
Makurap	SOUR / ACID /BITTER	AZEDO / AMARGO	tep / tsati	SENSE PERCEPTION	1906	3 / 4	
Makurap	SPEAK	FALAR		SPEECH AND LANGUAGE	1623		
Makurap	SPIDER	ARANHA	mbokoβo	ANIMALS	843	A	
Makurap	SPIDER MONKEY /	MACACO PRETO / MACACO ARANHA / COATÁ	arẽmbo	ANIMALS	434	2	
Makurap	SPROUT	BROTAR		BASIC ACTIONS AND TECHNOLOGY	2076		
Makurap	SQUIRREL	ESQUILO	ʔɨrɨaj	ANIMALS	1628		
Makurap	STAND	ESTAR DE/EM PÉ / LEVANTAR	piitʃe	BODY	1442		
Makurap	STAR	ESTRELA	 waɾowaɾoʔ	PHYSICAL WORLD	1430		
Makurap	STINGRAY	ARRAIA	tʃao	ANIMALS	1910		
Makurap	STOMACH	ESTÔMAGO		BODY	819		
Makurap	STONE	PEDRA	waiʔ	PHYSICAL WORLD	857	4	
Makurap	STRONG	FORTE		BODY	785		
Makurap	SUCK	SUGAR / CHUPAR		FOOD AND DRINK	1421		
Makurap	SUN	SOL	ŋeat	PHYSICAL WORLD	1343		
Makurap	SURUBIM_FISH	PINTADO / BAGRE (?)	ʔãnore	ANIMALS		2	
Makurap	SWEEP	VARRER		BASIC ACTIONS AND TECHNOLOGY	230		
Makurap	SWEET	DOCE	tʃak	SENSE PERCEPTION	717		
Makurap	SWEET POTATO	BATAT-DOCE	koβo	FOOD AND DRINK	159	4	
Makurap	SWIM	NADAR		MOTION	1439		
Makurap	TAIL	RABO / CAUDA	(ɲẽn-)tʃoaj	BODY	1220		
Makurap	TAPIR	ANTA	ɨgadʒ / ɨaj	ANIMALS	312	4	
Makurap	TAYRA	IRARA	ãmãn.nã	ANIMALS			
Makurap	TEACH	ENSINAR	embutmaan	COGNITION	709		
Makurap	TELL / NARRATE	CONTAR		SPEECH AND LANGUAGE	1711		
Makurap	TERMINATE / FINISH	ACABAR / TERMINAR		TIME	1766		
Makurap	TERMITE	CUPIM	ŋowa	ANIMALS	883		
Makurap	TESTICLES	TESTÍCULOS		BODY	797		
Makurap	THAT	AQUELE / AQUILO	mẽrõ / tʃẽrõʔ / tʃop	MISCELLANEOUS FUNCTION WORDS	78		
Makurap	THICK	GROSSO	pikuj	SPATIAL RELATIONS	1244		
Makurap	THING	COISA		POSSESSION	738		
Makurap	THIS	ESTE	tʃop	MISCELLANEOUS FUNCTION WORDS	1214		
Makurap	THREE	TRÊS	kajser	QUANTITY	492		
Makurap	THORN	ESPINHO		AGRICULTURE AND VEGETATION	124		
Makurap	THUNDER	TROVÃO		PHYSICAL WORLD	1150		
Makurap	THROAT	GARGANTA		BODY	1346		
Makurap	TICK	CARRAPATO		ANIMALS	1527		
Makurap	TIE	ATAR / AMARRAR		BASIC ACTIONS AND TECHNOLOGY	1917		
Makurap	TIMBO LIANA	TIMBÓ	tiŋ	AGRICULTURE AND VEGETATION	2388		
Makurap	TINAMOU	INHAMBU / NAMBU / PERDIZ / XORORÓ	mokɨra	ANIMALS			
Makurap	TIRED	CANSADO		BODY	1757		
Makurap	TOBACCO	FUMO / TABACO	mbɨtɨa	AGRICULTURE AND VEGETATION	974		
Makurap	TODAY	HOJE		TIME	1283		
Makurap	TOMORROW	AMANHÃ	wawkatmo	TIME	1329		
Makurap	TONGUE	LÍNGUA	ʔõmtʃẽm	BODY	1205		
Makurap	TOOTH	DENTE	jǝ̃j / ɲǝ̃j	BODY	1380	1	
Makurap	TOUCAN	TUCANO	ɲõkãn	ANIMALS	308	1	
Makurap	TRAHIRA FISH	TRAÍRA	mbiria	ANIMALS			
Makurap	TREE	ÁRVORE	kɨp	AGRICULTURE AND VEGETATION	906		
Makurap	TUCUMA_PALM	TUCUMÃ	orokõne	AGRICULTURE AND VEGETATION	2439		
Makurap	TURTLE	TARTARUGA	mbiako	ANIMALS	112		
Makurap	TWO	DOIS / DUAS	ereʔa	QUANTITY	1498		
Makurap	UGLY	FEIO		EMOTIONS AND VALUES	1548		
Makurap	UNCLE (MOBR)	TIO (MATERNO)	atʃi	KINSHIP	2692		
Makurap	UNTIE	DESATAR / DESAMARRAR / SOLTAR		BASIC ACTIONS AND TECHNOLOGY	352		
Makurap	URINATE	URINAR		BODY			
Makurap	VEIN	VEIA		BODY	1924		
Makurap	VILLAGE	ALDEIA		SOCIAL AND POLITICAL RELATIONS	930		
Makurap	VILLAGE SQUARE	PÁTIO /PRAÇA					
Makurap	VOMIT	VOMITAR		BODY	1278		
Makurap	VULTURE	URUBÚ	ɨeko	ANIMALS	1185	7	
Makurap	WAKE UP			THE BODY	1602		
Makurap	WALK	ANDAR / CAMINHAR	atet / atɛɾ(-aʔ)	MOTION	1443		
Makurap	WANT	QUERER		EMOTIONS AND VALUES	1784		
Makurap	WASH	LAVAR	dʒua	BASIC ACTIONS AND TECHNOLOGY	1453		
Makurap	WASP	VESPA	ŋgap	ANIMALS	1517	1	
Makurap	WATER	ÁGUA	ɨʔ	PHYSICAL WORLD	948		Also means 'river, rain'
Makurap	WAX	CERA					
Makurap	WE (EXCL)	NÓS	tejã	KINSHIP	1130		
Makurap	WE (INCL)	NÓS	kitẽjã	KINSHIP	1131		
Makurap	WEAVE	TECER		BASIC ACTIONS AND TECHNOLOGY	133		
Makurap	WET	MOLHADO		SENSE PERCEPTION	1726		
Makurap	WHAT (?)	OQUÊ	alikʔop	MISCELLANEOUS FUNCTION WORDS	1236		
Makurap	WHITE	BRANCO	ŋap	SENSE PERCEPTION	1335	3	
Makurap	WHO (?)	QUEM	alikop	MISCELLANEOUS FUNCTION WORDS	1235		
Makurap	WIFE	ESPOSA	tʃaɨp-ndi	KINSHIP	1199		
Makurap	WILD CAT	GATO DO MATO	βarirei	ANIMALS	2241		
Makurap	WILD DOG	CACHORRO DO MATO	amẽŋkʷirãj	ANIMALS	2448		
Makurap	WIND	VENTO	gejtoʔ	PHYSICAL WORLD	960		
Makurap	WING	ASA	tsãne	BODY	1257		
Makurap	WING(2)	ASA		BODY	1257		
Makurap	WOODPECKER	PICA-PAU	ndoromã	ANIMALS	2447		
Makurap	WOMAN	MULHER	ərəpijǝ̃	KINSHIP	962	5	
Makurap	(EARTH) WORM	VERME / MINHOCA	atĩ	ANIMALS	2350		
Makurap	WOUND	FERIDA		THE BODY	1109		
Makurap	YELLOW	AMARELO	paratʃjat / paraj	SENSE PERCEPTION	1424	7	
Makurap	YOU (SG)	VOCÊ / TU	en	KINSHIP	1213	1	
Makurap	YOU (PL)	VOCÊS / VÓS		KINSHIP	1213		
Wayoró	ABOVE	EM CIMA (DE)		SPATIAL RELATIONS	1741		
Wayoró	AFTER	DEPOIS (DE)		SPATIAL RELATIONS	1685		
Wayoró	AGOUTI / PACA	CUTIA	ŋgʷakĩjã	ANIMALS	313	2	
Wayoró	ALL	TODOS / TUDO	ndege	QUANTITY	98	8	
Wayoró	ALONE	SÓ / SOZINHO		QUANTITY	1964		
Wayoró	ANACONDA	SUCURI	tigaptarap	ANIMALS	896		
Wayoró	ANATTO	URUCU	ŋgopŋgap	AGRICULTURE AND VEGETATION		3	
Wayoró	ANT	FORMIGA	(n)detpe	ANIMALS	587		
Wayoró	ANTEATER	TAMANDUÁ	ŋgʷendap	ANIMALS	181	4	
Wayoró	MOUNTAIN SOURSOP	ARATICUM / JACA DE POBRE		FOOD AND DRINK			
Wayoró	ARM	BRAÇO	βo	BODY	1673	5	
Wayoró	ARMADILLO	TATU	ndato	ANIMALS	1885	1	
Wayoró	ARRIVE	CHEGAR	ot	MOTION	1387		
Wayoró	ARROW	FLECHA	wopot	WARFARE AND HUNTING	977		
Wayoró	ASH	CINZA(S)	kɨɲẽẽn	PHYSICAL WORLD	646	6	
Wayoró	AVENGE	VINGAR(-SE)			495		
Wayoró	AXE	MACHADO		WARFARE AND HUNTING	677		
Wayoró	AÇAÍ PALM	AÇAÍ	ŋgʷiri	AGRICULTURE AND VEGETATION	2437	2	
Wayoró	BACK	COSTAS	ukatawk	BODY	1291		
Wayoró	BABAÇU	BABAÇU		AGRICULTURE AND VEGETATION			
Wayoró	BAD / EVIL	MAU / MAL / RUIM	ŋʷẽm	EMOTIONS AND VALUES	3764		
Wayoró	BAMBOO	TAQUARA / BAMBU		AGRICULTURE AND VEGETATION	1827		
Wayoró	BANANA	BANANA	epip	FOOD AND DRINK	868	9	
Wayoró	BASKET	CESTO / CESTA		BASIC ACTIONS AND TECHNOLOGY	1539		
Wayoró	BAT	MORCEGO	ŋgʷaria	ANIMALS	1793	7	
Wayoró	BATHE	BANHAR-SE	ato	BODY	138	1	
Wayoró	BEADS	MIÇANGAS / CONTAS		CLOTHING AND GROOMING	1860		
Wayoró	BE WRONG	ERRAR / ESTAR ERRADO		EMOTIONS AND VALUES	1390		
Wayoró	BEANS	FEIJÃO	ŋgojoto	FOOD AND DRINK	2574		
Wayoró	BEARD	BARBA		BODY	678		
Wayoró	BEAUTIFUL	BONITO		EMOTIONS AND VALUES	1427		
Wayoró	BEE	ABELHA	eŋgʷit	ANIMALS	665		
Wayoró	BELLY	UMBIGO		BODY	1251		
Wayoró	BELLYBUTTON	UMBIGO		BODY	3715		
Wayoró	BELOW	EM BAIXO DE / ABAIXO		SPATIAL RELATIONS	1485		
Wayoró	BENCH	BANCO			2584		
Wayoró	BIG	GRANDE	akara	SPATIAL RELATIONS	1202		
Wayoró	BIRD	PÁSSARO	ɲũkɨra	ANIMALS	937		
Wayoró	BITE	MORDER	pɨrɨ	BODY	1403	4	
Wayoró	BLACK	PRETO	tik	SENSE PERCEPTION	163		
Wayoró	BLOOD	SANGUE	ɲdʒaɨ	BODY	946		
Wayoró	BLOW	SOPRAR		MOTION	176		
Wayoró	BLUE	AZUL		SENSE PERCEPTION	837		
Wayoró	BONE	OSSO	akãra	BODY	1394	1	
Wayoró	BOW	ARCO	ŋguŋup	WARFARE AND HUNTING	994		
Wayoró	BOY	MENINO		KINSHIP	1366		
Wayoró	BRANCH	GALHO		AGRICULTURE AND VEGETATION	1531		
Wayoró	BRAZIL NUT	CASTANHA DO PARÁ	kãrã	FOOD AND DRINK			
Wayoró	BREAK	QUEBRAR / ROMPER		BASIC ACTIONS AND TECHNOLOGY	3020		
Wayoró	BREAST	SEIO	kem	BODY	1402	1	
Wayoró	BREATHE	RESPIRAR	piito / enɨɲkat	BODY	1407		
Wayoró	BROTHER	IRMÃO	ike (o of m) / kip (y of m) / okʷa (f)	KINSHIP	1262		
Wayoró	BURN (INTR)	QUEIMAR	epokʷa	PHYSICAL WORLD	2102		
Wayoró	BURN (TR)	QUEIMAR	pokʷa	PHYSICAL WORLD	141	5	
Wayoró	BURY	ENTERRAR		BODY	1719		
Wayoró	BUTTOCKS	NÁDEGAS		BODY	834		
Wayoró	SLASH / GARDEN	ROÇA		AGRICULTURE AND VEGETATION	201		
Wayoró	BUTTERFLY	BORBOLETA	mboorap	ANIMALS	1791		
Wayoró	CALABASH / GOURD	CABAÇA, CUIA		AGRICULTURE AND VEGETATION	411		
Wayoró	CANOE	CANOA	kɨpe	MOTION	1970	6	
Wayoró	CAPUCHIN MONKEY	MACACO PREGO	mbetɨɨʔ	ANIMALS			
Wayoró	CAPYBARA	CAPIVARA	ɲõõdele	ANIMALS	314		
Wayoró	CARÁ ROOT / YAM	INHAME	akʷapoot / akʷanĩ ĩn	AGRICULTURE AND VEGETATION	410		
Wayoró	CHIEF / MASTER / OWNER	CHEFE / CACIQUE		SOCIAL AND POLITICAL RELATIONS	2394		
Wayoró	CASHEW	CAJU	kadʒu	FOOD AND DRINK	2441	1	
Wayoró	CHILD	CRIANÇA		KINSHIP	2099		
Wayoró	CICADA	CIGARRA	βakoŋgop	ANIMALS	2353		
Wayoró	CLAW	GARRA	kĩrĩɲã	BODY	2128		
Wayoró	CLAY / MUD	BARRO / ARGILA		BASIC ACTIONS AND TECHNOLOGY / THE PHYSICAL WORLD	1399 / 640		
Wayoró	CLOUD	NUVEM	ɨgɨpikãrãŋ	PHYSICAL WORLD	1489		
Wayoró	COATI	QUATI	piit	ANIMALS	2389	9	
Wayoró	COCKROACH	BARATA	mberãmbera	ANIMALS	1575		
Wayoró	COCOA	CACAU	kamboro	AGRICULTURE AND VEGETATION	2442		
Wayoró	COLD	FRIO	piitig	SENSE PERCEPTION	1287	4	
Wayoró	COME	VIR	tera	MOTION	1446		
Wayoró	COMB	PENTE		CLOTHING AND GROOMING	1475		
Wayoró	CORN / MAIZE	MILHO	atiti	AGRICULTURE AND VEGETATION	3686	4	
Wayoró	COTTON	ALGODÃO	ororo	CLOTHING AND GROOMING	1850	3	
Wayoró	CRAB	CARANGUEIJO	koroo	ANIMALS	2348		
Wayoró	CRICKET (ZOOL)	GRILO	apĩn	ANIMALS	2354		
Wayoró	CRY	CHORAR	ɨkara / itoaka	EMOTIONS AND VALUES	1839		
Wayoró	CURASSOW	MUTUM	kɨiŋ	ANIMALS	315		
Wayoró	CUT	CORTAR	pang / mborekʷa	BASIC ACTIONS AND TECHNOLOGY	1432		
Wayoró	DANCE	DANÇAR	ãmõj	MOTION	1579		
Wayoró	DAUGHTER OF WOMAN	FILHA DE MULHER	mempit	KINSHIP	1357		
Wayoró	DAUGHTER OF MAN	FILHA DE HOMEM	tak	KINSHIP	1357		
Wayoró	DAY	DIA		TIME	1260		
Wayoró	DEER	VEADO	ɨtɨɨ	ANIMALS	1936	4	
Wayoró	DEFECATE	DEFECAR		BODY	676		
Wayoró	DIE	MORRER	paga	BODY	1494	4	
Wayoró	DIG	CAVAR		AGRICULTURE AND VEGETATION	1418		
Wayoró	DIGGING STICK		sɨt	AGRICULTURE AND VEGETATION	339		
Wayoró	DIRTY	SUJO		SENSE PERCEPTION	1230		
Wayoró	DO / MAKE	FAZER	nẽ	BASIC ACTIONS AND TECHNOLOGY	813	2	
Wayoró	DOG	CACHORRO / CÃO	amẽko	ANIMALS	2009	2	
Wayoró	DOOR	PORTA		THE HOUSE	1567		
Wayoró	DRAW / PAINT	PINTAR / DESENHAR		BASIC ACTIONS AND TECHNOLOGY	3122		
Wayoró	DRESS UP	VESTIR(-SE)	mbikʷa	CLOTHING AND GROOMING	814		
Wayoró	DRINK (V)	BEBER	ko	FOOD AND DRINK	1401	1	
Wayoró	DRY	SECAR	epaβaka	BASIC ACTIONS AND TECHNOLOGY	1786		
Wayoró	DRY (STATE)	SECO	paβa	SENSE PERCEPTION	1398		
Wayoró	EARTH / LAND	TERRA / PAÍS	kɨj	PHYSICAL WORLD	3603		
Wayoró	EAR	ORELHA	apitep	BODY	1247		
Wayoró	EAT (INTR.)	COMER	ko	FOOD AND DRINK	1336		
Wayoró	EAT (TR.)	COMER		FOOD AND DRINKFOOD AND DRINK	1336		
Wayoró	EGG	OVO	ɨpia	FOOD AND DRINK	744		
Wayoró	ELECTRIC EEL	ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ndoko	ANIMALS	2443		
Wayoró	ENTER	ENTRAR	ãŋɨ	MOTION	749		
Wayoró	EYE	OLHO	eβapap	BODY	1248		
Wayoró	FACE	CARA / ROSTO / FACE		BODY	1560		
Wayoró	FALL	CAIR	põ	MOTION	1280		
Wayoró	FAR	LONGE	ŋʷetok	SPATIAL RELATIONS	1406		
Wayoró	FAT / GREASE	GORDURA	ɲdʒap	FOOD AND DRINK	1282	1	
Wayoró	FATHER	PAI	ndop / aβi (voc)	KINSHIP	1217		
Wayoró	FEAR / BE AFRAID	TEMER / TERMEDO		EMOTIONS AND VALUES	1419		
Wayoró	FEATHER	PENA / PLUMA	peo	BODY	1201		
Wayoró	FINGER	DEDO	βo	BODY	1303		
Wayoró	FIRE	FOGO	agopkap	PHYSICAL WORLD	221		
Wayoró	FIREFLY / GLOWWORM	VAGALUME / PIRILAMPO	mbambaa	ANIMALS	206		
Wayoró	FIREWOOD	LENHA	agopkap	PHYSICAL WORLD	10		
Wayoró	FISH	PEIXE	ɨwoj	ANIMALS	227		
Wayoró	FISHHOOK	ANZOL		WARFARE AND HUNTING	1074		
Wayoró	FLAT	PLANO / LISO		SPATIAL RELATIONS	1633		
Wayoró	FLEA / CHIGGER	PULGA	ɲõŋ	ANIMALS	232		
Wayoró	FLESH / MEAT	CARNE	ɲẽrã	FOOD AND DRINK	2615		
Wayoró	FLOUR	FARINHA	amborojom	FOOD AND DRINK	1594		
Wayoró	FLOWER	FLOR	ndira	AGRICULTURE AND VEGETATION	239	1	
Wayoró	FLY	VOAR	embɨra	MOTION	1441		
Wayoró	FLY (INSECT)	MOSCA	mĩrimã	ANIMALS	1504		
Wayoró	FOOD	COMIDA	ĩndiakʷa	FOOD AND DRINK	256		
Wayoró	FOOT	PÉ	mbi / o-βi	BODY	1301	1	
